"video_id","video_title","video_description","video_title_language","video_description_language","video_duration","video_views","video_likes","video_dislikes","published_at","channel_name","channel_id","comment_type","comment_id","reply_to_comment_id","youtube_comment_id","youtube_reply_id","youtube_parent_id","author_name","author_channel_id","author_subscribers","text","date","likes","language","blob_sentiment","vader_sentiment"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgwJ9pcogtUsJFRnksB4AaABAg","","UgwJ9pcogtUsJFRnksB4AaABAg","","","Zakiya Sultana","UCgDuRPkj668sfd0DgykijCA","0","Dgtcdv❤❤❤😊","2026-03-07T06:24:47Z","0","da","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugw4wvlKo8AbBeABSlF4AaABAg","","Ugw4wvlKo8AbBeABSlF4AaABAg","","","Ahsanraza786 ","UCHDRIZAv9156fihOeX-9gSw","3","And🤑👌🙏🤤👁️📚😭📚🤩❤👁️","2024-07-05T08:25:21Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgzmXxSHGMdPCu2_lGV4AaABAg","","UgzmXxSHGMdPCu2_lGV4AaABAg","","","Renu Nawaria","UC6jqTvMA62H_TxBaOZIGsvA","2","P to batate nahi ho fak he ye sub","2024-06-22T04:45:57Z","0","en","0.0","0.0"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgzpmygKDewGraWUe2d4AaABAg","","UgzpmygKDewGraWUe2d4AaABAg","","","Fozan Khan","UCYY0Pd5yJJ8SzNC1yvJCPVg","0","Ye mojhe chahiye","2024-06-09T08:06:21Z","0","sw","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgyUzwr7stpmjvaRA7F4AaABAg","","UgyUzwr7stpmjvaRA7F4AaABAg","","","Loretta Pereira","UCIna9ft03dn0OSlDGxgPnqA","0","I❤U","2024-05-19T07:48:19Z","0","en","0.0","0.0"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgxKrd_skX_4-lWEce94AaABAg","","UgxKrd_skX_4-lWEce94AaABAg","","","Ssarvesh Kkashyap","UCsudIHq1rIxtJ4zqlvyDdyw","2","😊😊😊😊😊😊😊❤❤❤wows","2024-05-12T06:42:31Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgyLsuE7B-apfqtwEaN4AaABAg","","UgyLsuE7B-apfqtwEaN4AaABAg","","","saiyad gulam cha","UChKxBiD9yDU3Bx7Rkho3YRg","4","❤❤❤😊😊","2024-05-01T15:14:23Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgwYQqxUI2l35N4gECZ4AaABAg","","UgwYQqxUI2l35N4gECZ4AaABAg","","","Taran Ebiya","UC5GPoi4dkugTZAaCxT1LHwg","3","❤❤❤❤","2024-04-25T01:14:36Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugy9IDeT00F0Tstl6_t4AaABAg","","Ugy9IDeT00F0Tstl6_t4AaABAg","","","Preeti Kumari","UC7TEFwsTFJF39jSteIqikwA","1","♥️💗🤎💚💛💙🧡🤍💖💓💕🖤💝💝💝💝💝💓💓💓💖💖💖💞💞💞💃🥰😍🤩❤️🧡💛👄💗💓💞💌","2024-04-06T14:55:24Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgwQOJcbTmRyZmXWu0J4AaABAg","","UgwQOJcbTmRyZmXWu0J4AaABAg","","","Rittik kumar","UCGOkF3WC_dIym1acqyXb4OQ","2","🎉😮😮😊😅❤","2024-04-06T12:16:43Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgxG9QXkpTWquvXg0sV4AaABAg","","UgxG9QXkpTWquvXg0sV4AaABAg","","","Monica Massimi","UCbAgXuDXt4XoL8y0m9G3d6g","2","Beautiful 💅🏻","2024-03-15T23:33:55Z","0","ro","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgxHcDub5D9Bm3AQEAp4AaABAg","","UgxHcDub5D9Bm3AQEAp4AaABAg","","","Hmd Hmd","UCH9k4Cb9pUhwr8DFNzaJVDQ","0","جتللاغهتلبصضصهعف","2024-03-07T19:29:53Z","0","ar","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgxdX2YNeRMhqhTusvN4AaABAg","","UgxdX2YNeRMhqhTusvN4AaABAg","","","jaeef vlog","UCXJe2lafzg-EhIvSvOmlQKg","205","Please sap0ta My sister 🥰","2024-02-01T21:42:47Z","0","en","0.0","0.86"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugw0zz-LefjzlIXuHAJ4AaABAg","","Ugw0zz-LefjzlIXuHAJ4AaABAg","","","Ramesh Nayak","UCMuoBW-hmIKwDWpjNgwyOQA","1","♥️🧡💙❤️💚💜💕💗","2024-01-28T08:25:37Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugygwa4on3pPX2xqF6J4AaABAg","","Ugygwa4on3pPX2xqF6J4AaABAg","","","Anaya Sharma","UCVLdu4aVEoe6CXg7uGtA_ag","3","😡","2024-01-26T17:57:29Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugzkf_zIjFfWLxIIMS14AaABAg","","Ugzkf_zIjFfWLxIIMS14AaABAg","","","tenveer Ahmad","UCN0ZaG7gVo7sCcR6VdHHcYw","3","😂😂😂😂😊😊😊f😊😊😊😊😊werycute😊😊","2024-01-25T14:12:08Z","0","pl","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgwNHYO32kY9qRJKPPt4AaABAg","","UgwNHYO32kY9qRJKPPt4AaABAg","","","shaikh Gaffar","UCwxiJJOSSmpTfnr60o6BHag","0","Bzkbvskbdobskvdivdbbskvs fib😊","2024-01-24T16:34:18Z","0","sl","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugy3z-4v-P_9dZ_mpkR4AaABAg","","Ugy3z-4v-P_9dZ_mpkR4AaABAg","","","Nayib Şirəliyeva","UCx5MAPByajB6Tk7dhQ5B-9Q","1","mənədə gətir❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊❤❤❤❤❤❤❤❤😊❤❤❤❤❤❤😊😊😊😊😊😊❤😊❤😊😊😊😊😊😊😊😊❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊❤❤❤❤😊😊😊😊😊😊❤❤❤❤❤❤❤😊😊😊😊😊❤","2024-01-24T12:38:37Z","0","et","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugz9x5mgLQg7BV4gJlB4AaABAg","","Ugz9x5mgLQg7BV4gJlB4AaABAg","","","Nurane ","UC0xh4Cb4haiEYvZX8e4vPXg","3","Onan mada getir nolar sana coq para feririm","2024-01-23T13:08:11Z","0","tr","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgwJxK_OkmgkjZTuj1B4AaABAg","","UgwJxK_OkmgkjZTuj1B4AaABAg","","","Salsabila","UCjHp0NLUnna_HFVXYVefeMg","639","❤❤❤","2024-01-23T05:12:50Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgxIvKabz8X-0S9pOZ94AaABAg","","UgxIvKabz8X-0S9pOZ94AaABAg","","","Văn thành Nguyễn","UC53lyaIrZZQtC8q5sGH_lfQ","1","Teurrt","2024-01-22T11:10:44Z","0","fr","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgyHzSR_z9EfAVOqkWV4AaABAg","","UgyHzSR_z9EfAVOqkWV4AaABAg","","","Meena Kamble","UCunH4jZNkzBDeHnHhi1bELg","0","❤❤❤","2024-01-22T04:05:57Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgzepygmgQRLmqGkOF94AaABAg","","UgzepygmgQRLmqGkOF94AaABAg","","","Mohammed Zaheer Shaikh","UC0heWLFx_TABZlbemE3gtLA","1","Very   nice   i  love   lipstick 💄 😍 💕 ❤️","2024-01-21T19:47:26Z","0","cs","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugwv1lhhHYhMDnHF2Vx4AaABAg","","Ugwv1lhhHYhMDnHF2Vx4AaABAg","","","George Balaceanu","UCee0-H5SFLxpfuhCEmRx3xg","3","❤❤❤🎉🎉🎉MCAMALESIA   SARA😊😊😊","2024-01-21T17:40:19Z","0","hu","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgzsJCcZxMd9mTIjiSF4AaABAg","","UgzsJCcZxMd9mTIjiSF4AaABAg","","","ام عثمان","UCQDie17M1WB3MLfueqbSXYQ","0","😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊","2024-01-21T16:30:18Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgyypoMFnp4imk4aish4AaABAg","","UgyypoMFnp4imk4aish4AaABAg","","","Vijendra Kushwaha","UCF-gUEGiXF6dfLFFyGIWNgw","0","Mujhe de do yah","2024-01-21T08:12:21Z","0","so","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugxk8E2mRMo9Knuoe-R4AaABAg","","Ugxk8E2mRMo9Knuoe-R4AaABAg","","","Md sagir alam Ansari","UCF_f3z2TKB5-RodLGr5Gq-w","0","I love u lipstick humko bhi chahie","2024-01-21T04:36:42Z","0","cs","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgzfpZCnb2s59u3rl1N4AaABAg","","UgzfpZCnb2s59u3rl1N4AaABAg","","","Aaradhya💗💓","UCYaUUTCUSk7S5IKVoH8ggxw","4","Hamare liye bhi bhejiye❤❤❤❤","2024-01-21T04:18:57Z","0","tr","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugxr9xMlvQAji8HOqcd4AaABAg","","Ugxr9xMlvQAji8HOqcd4AaABAg","","","Mr Haris","UCvio6e6ZbYyW6f1kzRZileg","0","👄🧕💃🌹🌹🌹🌹🌹🌹🌹🌹💐💐💐💐💐💐💐💐💐🚐🚗🚗🚗🚗🚗🏩🏩🏩🏩🏩🏩🏩🏩🏩💒💒💒⛪⛪⛪🕋🕋🕋🕋🏭🕌","2024-01-21T01:04:55Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugw7t6KEE8jndBv-awB4AaABAg","","Ugw7t6KEE8jndBv-awB4AaABAg","","","Mimin Sanjaya","UCn5yewxVdw92SBViHQGaEHw","1","Uogg❤","2024-01-21T00:05:27Z","0","da","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgygDrYJp_yfbosg-RZ4AaABAg","","UgygDrYJp_yfbosg-RZ4AaABAg","","","Ibtissem Sennoun","UCiaa4WfkP525sJwky69v2ug","3","صغير.جد😂😂😂😂😅😅😅😅","2024-01-20T14:35:21Z","0","ar","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgzjGKnclBjnrKFjQNZ4AaABAg","","UgzjGKnclBjnrKFjQNZ4AaABAg","","","Zeenat","UCeOWX5WK8Xy5QTjyDfUjsMw","4","So।  Cute।    ❤","2024-01-20T12:38:13Z","0","en","0.0","0.64"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgwpcU1SUF1CHg_H1U94AaABAg","","UgwpcU1SUF1CHg_H1U94AaABAg","","","Конечное имя чудо вокруг","UCncpLttHMS6miPVbVi60c_w","275","А я хочу доказать что это помада","2024-01-20T11:27:54Z","0","ru","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgxATANlw3upvTfIrax4AaABAg","","UgxATANlw3upvTfIrax4AaABAg","","","MAINA_SAN","UCrM_I1kBRbRiMCO90mM9a5A","676","Can you open the pink💖 one?","2024-01-20T11:14:03Z","0","en","0.0","0.75"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgyBhvFmicYekKCCX-R4AaABAg","","UgyBhvFmicYekKCCX-R4AaABAg","","","zin zin","UCGZ4Ggz3ve6CtTb6pI0V1uw","0","🥰🥰🥰🥰🥰🥰","2024-01-20T07:28:10Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugw7RLbgpAqtjXqQwjx4AaABAg","","Ugw7RLbgpAqtjXqQwjx4AaABAg","","","@Sweety Biswas 1819","UCnv92Xg9ZNEPgEn8bSM3rKg","11","Pp","2024-01-20T02:33:58Z","0","tl","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgzUIBLQN0WL8rz93J94AaABAg","","UgzUIBLQN0WL8rz93J94AaABAg","","","Enlik Alimanovа","UCN7lHLyNYsaqOptXPUAQ6Vw","0","пщлс😊.ю.","2024-01-19T08:55:27Z","0","ru","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugz9xWcP4SegjrIjDNh4AaABAg","","Ugz9xWcP4SegjrIjDNh4AaABAg","","","Masuda Alimova","UCMtlWk-IOTPwNRCSmW3SlQg","0","❤❤❤","2024-01-19T04:55:27Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgzOxI4zH-yPaHIvHV14AaABAg","","UgzOxI4zH-yPaHIvHV14AaABAg","","","Rajmani sahu","UC4ze_MwBRQxR1lTNB21WHAQ","1","Did mate gote dia","2024-01-19T00:27:14Z","0","af","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugy9RTIMEWPSRUwrrHJ4AaABAg","","Ugy9RTIMEWPSRUwrrHJ4AaABAg","","","shiva pro gaming","UCaUlguChPKL_z-Y_rlcr2LA","27","Jindagi mein aur kuchh nahin hai yah sab hai","2024-01-18T18:12:58Z","0","id","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgzS3rXbVu2mextZZ9F4AaABAg","","UgzS3rXbVu2mextZZ9F4AaABAg","","","Jai Krishnan","UCJGuAS3XQlNZH6MhGCrfBew","0","Who much Rs:","2024-01-18T09:38:06Z","0","en","0.2","0.0"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgyGIVjQ0TWrtMWg8zF4AaABAg","","UgyGIVjQ0TWrtMWg8zF4AaABAg","","","Abdullo Vatanov","UCQmaFveiv06K-VgkJtfQIXg","0","❤❤❤❤","2024-01-18T07:19:43Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgxYvRJzXxQpY2D19tl4AaABAg","","UgxYvRJzXxQpY2D19tl4AaABAg","","","Jisoo roy","UCWC4v0gOGjwp3o0dUDw4Emw","1","দারুন ওটা কী🤔🤔🤔🤔🙄🤔🙄","2024-01-18T06:41:51Z","0","bn","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugyyye9vh4uWHqPmyWp4AaABAg","","Ugyyye9vh4uWHqPmyWp4AaABAg","","","Amir Mirza","UCf3nZe4V-1QVRXkZ0Rbz_xA","1","Wmzldnwnwjneje❤😊ge🎉ke","2024-01-17T20:54:58Z","0","pl","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugzhz-fIHzTUWHxdc3x4AaABAg","","Ugzhz-fIHzTUWHxdc3x4AaABAg","","","Afiza Khan","UC1TiuGMY1jFUejAxTxr4NKg","0","😊❤🎉","2024-01-17T15:33:51Z","0","unknown","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","Ugwm4Apwbr_CSQnsJQx4AaABAg","","Ugwm4Apwbr_CSQnsJQx4AaABAg","","","Cheaca Timoteo","UCdaPmwt0MEbLkpZDrBukaSQ","0","engpoakokasoyalaakopera","2024-01-17T10:10:33Z","0","tl","N/A","N/A"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgxxNdoWhRelBoU_NJR4AaABAg","","UgxxNdoWhRelBoU_NJR4AaABAg","","","Kaur Parneet","UCsSZgqloBtZyU3xl8OojuXg","1","wow pahle to Clay ka packet lag raha tha Barbad Mein Dekha To Lipistic aaai","2024-01-17T05:27:18Z","0","en","0.1","0.34"
"JPX8KLmjqRs","#beauty #asmr #oddlysatisfying #makeup #makeuphacks #mini #minilipstick #beautyproducts #shorts","","en","unknown","PT11S","26815307","743354","0","2022-12-10T18:57:00+00:00","Letsgetpurdymaybe","UCK6IfZHq0hJnju5SxJdgSwQ","comment","UgwE-50cl3O2gslrk_d4AaABAg","","UgwE-50cl3O2gslrk_d4AaABAg","","","♥Nila♥","UCDz-JiYawh2bDcG-rIMjZWg","205","😍😍😍😍😍","2024-01-16T16:04:30Z","0","unknown","N/A","N/A"
